plot_width,plot_length,plot_area_sqft,aspect_ratio,floors,bhk,family_size,parking_spaces,log_plot_area,area_per_bhk,sqft_per_person,frontage_ratio,total_potential_sqft,facing_direction_East,facing_direction_North,facing_direction_South,facing_direction_West,vastu_priority_False,vastu_priority_True,target_archetype_label,target_circulation_ratio
-0.7040000000000002,-0.4665523156089193,-0.4970268302053409,-0.0358192996524992,1.0,-1.0,-0.3333333333333333,0.0,-0.7813371796853189,-0.3302014009869596,-0.5953045310074654,0.03218877783757401,-0.2662545689099119,0.0,0.0,0.0,1.0,0.0,1.0,4,0.117
0.6684444444444444,-0.14751286449399645,0.1976340793495151,-0.8302592889601713,0.0,0.0,0.3333333333333333,1.0,0.175257259188511,0.313800669149859,0.07097848009038771,1.1395929610918232,0.2492904751666308,0.0,0.0,0.0,1.0,0.0,1.0,3,0.181
0.8711111111111111,1.130360205831904,1.4999340569862323,0.20261962042234705,0.0,0.5,0.6666666666666666,1.0,0.834347591621568,1.6565468076886631,1.2408991795402466,-0.16951394494611874,1.4700602021070737,0.0,0.0,1.0,0.0,1.0,0.0,0,0.169
-0.8782222222222223,-0.6449399656946825,-0.6022145384275746,-0.12563485699010957,0.0,-1.0,0.0,0.0,-1.1342399579453404,-0.6644847618978198,-0.8142539483085716,0.11899678273747986,-0.5004837669318426,0.0,1.0,0.0,0.0,0.0,1.0,1,0.099
0.9493333333333335,-0.1423670668953687,0.3213775782284839,-0.9414595028067364,0.0,0.5,0.3333333333333333,1.0,0.2678559891146069,0.15838004504734343,0.2133974108528767,1.3959227772530343,0.36528703504622656,1.0,0.0,0.0,0.0,0.0,1.0,2,0.186
-0.23466666666666672,0.02401372212692977,-0.09196470041802143,0.11387329591018452,0.0,0.0,-0.6666666666666666,0.0,-0.09721487236454468,-0.14636742012843593,0.3370999334762361,-0.09815958937196306,-0.0221780262309181,0.0,1.0,0.0,0.0,0.0,1.0,0,0.16
0.20266666666666652,0.9588336192109778,0.7760517910695957,0.7532745255279338,1.0,0.5,0.3333333333333333,1.0,0.5367119171268279,0.73635641341507,0.7366912874988119,-0.5266478012330743,1.5238120834229198,1.0,0.0,0.0,0.0,1.0,0.0,0,0.179
-0.472888888888889,0.1063464837049743,-0.1712339371419725,0.6709435979684578,0.0,0.0,-0.6666666666666666,1.0,-0.1919560012099219,-0.27232504063736884,0.17744290043610017,-0.48076948595687735,-0.09648462696194367,1.0,0.0,0.0,0.0,1.0,0.0,0,0.166
-0.46577777777777785,0.09605488850771883,-0.17217434186005176,0.63672814755413,1.0,-0.5,-0.3333333333333333,1.0,-0.19315179686579637,0.05151044665874578,-0.07187338310296396,-0.4608799737007698,0.19051816813588485,1.0,0.0,0.0,0.0,0.0,1.0,4,0.166
0.2915555555555554,0.8902229845626073,0.8002270733343654,0.554397219994654,0.0,1.0,1.3333333333333333,0.0,0.5487159192078401,0.43093834053750657,0.21669192105846694,-0.4116327711613597,0.8141582455385937,0.0,0.0,1.0,0.0,0.0,1.0,0,0.182
-0.6151111111111113,0.0034305317324185734,-0.2853669585361798,0.8024592354985303,-1.0,-0.5,0.6666666666666666,0.0,-0.3523562712242511,-0.18830469887041473,-0.5569979303717939,-0.5532944763399922,-0.43830359062567187,1.0,0.0,0.0,0.0,0.0,1.0,0,0.17
0.5368888888888886,0.6363636363636365,0.7898596847350524,0.024057738572574146,1.0,0.5,1.0,1.0,0.5435906453363144,0.7539088410878425,0.3494396810144462,-0.0219029084990901,1.5432272629542032,0.0,0.0,0.0,1.0,0.0,1.0,0,0.134
0.24888888888888888,0.09262435677530026,0.1928173722569139,-0.31702753274525536,-1.0,0.5,0.0,1.0,0.17142136059581828,-0.005044136191677229,0.2532676719146523,0.3266498278848269,-0.21417974629112022,0.0,1.0,0.0,0.0,0.0,1.0,4,0.136
