source_id,original_path,processed_path,split,source_hash,geometry_hash,is_real,is_duplicate
cubicasa5k/labels/train/1000.txt,CubiCasa5K/labels/train/1000.txt,raw_cubicasa\train\1000.txt,train,338ade5cc0623018da3d80620ed28588b8c249d08a57adef86eecea0198c43a7,87f4c1a914bc99bc0c3143af17d9c398c418bf3ae3ca34c2d7239584577764fd,True,False
cubicasa5k/labels/train/10000.txt,CubiCasa5K/labels/train/10000.txt,raw_cubicasa\train\10000.txt,train,978b9a099c8ef9a5c9c0c87d4d41100b19a4b8b1755dcfd2bcde1cc525794e03,72bbd8152f5f13e1d29ab533522e861b15c91fb96754ddc92bf5d8de8893b335,True,False
cubicasa5k/labels/train/10001.txt,CubiCasa5K/labels/train/10001.txt,raw_cubicasa\train\10001.txt,train,0aa9e2ba16134622357faefeca51eed6a5b69572e5573324d45821aa7f01189e,4ef37c6ed0bbde00970b17354c17cacbed9c2d24795379aa5fac81a5498e7b1c,True,False
cubicasa5k/labels/train/10002.txt,CubiCasa5K/labels/train/10002.txt,raw_cubicasa\train\10002.txt,train,cf36c3d2f6f07801e00645633ec9daf33f9efd5e6d1a6ba15dcc92cdcfc84d60,0f4dde183348c4b16bbc03f99ac07d92acc412d2338ced5787f0699a0bbb7d0c,True,False
cubicasa5k/labels/train/10004.txt,CubiCasa5K/labels/train/10004.txt,raw_cubicasa\train\10004.txt,train,27842f0b01d01e35dda015cd426b909d4b7b45e757be76bac9b5566329c31a3f,1c3ef8971a54243b5dfab595457b9259acb20cac288dd36d838f4fa8905f9c27,True,False
cubicasa5k/labels/train/10006.txt,CubiCasa5K/labels/train/10006.txt,raw_cubicasa\train\10006.txt,train,540fa871e0c7017e734caf523e430432f43559393e135969581ad1dbb0cd6a0e,82c943a8937f9ac60d3d1db135ea0bba62f156b965340d6ecdba2ea5971e0ee6,True,False
cubicasa5k/labels/train/10007.txt,CubiCasa5K/labels/train/10007.txt,raw_cubicasa\train\10007.txt,train,0c7e87e5797156e4904fd784bc6cf762e87b40497dcd70b8dd9e3736e56592bf,2a84da4b7f8073b9be6e64d4f03b5a9a3f62f3ae039c013ee7b003b3f8ea2537,True,False
cubicasa5k/labels/train/10010.txt,CubiCasa5K/labels/train/10010.txt,raw_cubicasa\train\10010.txt,train,af0089a23487d44caea1d834411ae51fbd26900f92cee071ad6e92166581ad57,8273e6e888a877faf71027d94cf0b04c1b555eb544128f444e5371ad0098ce60,True,False
cubicasa5k/labels/train/10014.txt,CubiCasa5K/labels/train/10014.txt,raw_cubicasa\train\10014.txt,train,d964cde1bf4646dc5e410be4f5f589ded160d4a200d2cf5af32ad793340a669f,abbbfb96c6d74196b172a0e122853524ad9d5fc9783d77682d30c6cd7e58c6a9,True,False
cubicasa5k/labels/train/10017.txt,CubiCasa5K/labels/train/10017.txt,raw_cubicasa\train\10017.txt,train,1080aefe56c3dd78c4d0070715e3ae09f9a9ca2a3aa349b96e8af30f02eede37,f99102949cb622954ab0f3222f927d8b393cb2a33d27d89b21cc9a6b98a864b9,True,False
cubicasa5k/labels/train/10018.txt,CubiCasa5K/labels/train/10018.txt,raw_cubicasa\train\10018.txt,train,95477d598b1a532cad4d70186a342673c06e85c6264d10d0b91521089695a46e,0d0edbbba7d89927e5a1ebaf91265143c082fdc4a7c7d678c2b90a3e071f2e87,True,False
cubicasa5k/labels/train/10019.txt,CubiCasa5K/labels/train/10019.txt,raw_cubicasa\train\10019.txt,train,4adb37f4687d2fb2ac79d0a166edcce214b4819c216be67282f5c438b7965eac,4e9636195a7879d0b88d944a340d2890debc89367c310a42278781948a620a31,True,False
cubicasa5k/labels/train/10020.txt,CubiCasa5K/labels/train/10020.txt,raw_cubicasa\train\10020.txt,train,d75c1bfef0c481272a68320d751b352e15d03bbcaedbb4b97f3454d538542ec1,0fa89d3a937624af463b2a4d8e908d8bcb215e5477431598e3757675c723bc7d,True,False
cubicasa5k/labels/train/10023.txt,CubiCasa5K/labels/train/10023.txt,raw_cubicasa\train\10023.txt,train,6b380276ff70749191866692d304086205b7bb9b37ec1e3b7e1d65521c8a02f1,7d0f70d2e27579a804e56bbc2d222f5fbdb409a19a6dc1c2984f9ab2ad5d9608,True,False
cubicasa5k/labels/train/10025.txt,CubiCasa5K/labels/train/10025.txt,raw_cubicasa\train\10025.txt,train,d65a2e3479353d13fefd581190c42230d27a56a7da051a1b2f2a02f305161ad8,56afcb44cf216abe646715f81e6b73287f443f602e2a47bfda9d786c535124f9,True,False
cubicasa5k/labels/train/10028.txt,CubiCasa5K/labels/train/10028.txt,raw_cubicasa\train\10028.txt,train,af81f4d3a7beea23104c9d69eebd84fdf6c3698eeafda1784eaf398fdbd1cbdb,87f11e8e0242bc90887bf87f14d91698775d40a59a7186ea96421f892afecf01,True,False
cubicasa5k/labels/train/10029.txt,CubiCasa5K/labels/train/10029.txt,raw_cubicasa\train\10029.txt,train,750eb207f23acaeb0c38e33862ae8f08318ec2f65ab1d5ba27205ed7d9609edf,d9e30e81805b5cee317409636fe79a03fe91c5b4dc32b0d81ac1d4852899f640,True,False
cubicasa5k/labels/train/10034.txt,CubiCasa5K/labels/train/10034.txt,raw_cubicasa\train\10034.txt,train,30ed68dafa849c95004e183bd196c079063b471162b13fc74cb8542c5a81417c,280ba731d1d854f121e0ba3077c6e99579e964501c68557dfe4f9dd07818189f,True,False
cubicasa5k/labels/train/10035.txt,CubiCasa5K/labels/train/10035.txt,raw_cubicasa\train\10035.txt,train,9c31ab44654fa4d7d29f6cc108c8c218c0a85d1bb82951d54e232b50827351cf,eb59a94bd21f1c9f376c0ec8b105f705a7df0b6407131620935cb0a782b1c4d7,True,False
cubicasa5k/labels/train/10036.txt,CubiCasa5K/labels/train/10036.txt,raw_cubicasa\train\10036.txt,train,93306d487d43df211cd33985c0dd3e24a63360edae9c02d1780a3ac20f4ed055,834871538b741e69e6d0fa718d8613c7c62343e9dc7156422ca30ff175ac73de,True,False
cubicasa5k/labels/train/10037.txt,CubiCasa5K/labels/train/10037.txt,raw_cubicasa\train\10037.txt,train,f9247554b698af87d1006372d3a6e0936042e1738ed48af3aaaaf224d2c4bbf9,085ed0c6d0e4f263c1b313e23831240b51255f8250fb0169508df57487aaa9a9,True,False
cubicasa5k/labels/train/10039.txt,CubiCasa5K/labels/train/10039.txt,raw_cubicasa\train\10039.txt,train,27ed3536a54dd374708b222ad3d133302aba9d50750d8e1851759873adb31b8c,242cdd7bbba2d30f900b76ba45b8b0ca37c510872b39e81c6ed3c69e5191d5d9,True,False
cubicasa5k/labels/train/10043.txt,CubiCasa5K/labels/train/10043.txt,raw_cubicasa\train\10043.txt,train,d1af05346a034771d2acd52c1d1089671593fc77cc0d580c2930c1ffd88fcdb2,831506bb9e37c73cbf318be76f2c05f323c11476c2b7b0576f3d9a9a468ccda5,True,False
cubicasa5k/labels/train/10044.txt,CubiCasa5K/labels/train/10044.txt,raw_cubicasa\train\10044.txt,train,55f855d6abae029fe9fcac660a34753e7d0b63fe7891e583de22c33be66457ee,7ed839fdcafcb8d274ec45f6f605cabb3c4e707b34eee164f9a5a3906af9f252,True,False
cubicasa5k/labels/train/10045.txt,CubiCasa5K/labels/train/10045.txt,raw_cubicasa\train\10045.txt,train,ef4df5b1ddab0d6d0620e8222ff8b2d149205a0af55fead3b3d005d4f56a0bc2,0507d91dc2aea348867893afe6f45eed0b8bffdc6a801fa91b9c4134999d6e5c,True,False
cubicasa5k/labels/train/10046.txt,CubiCasa5K/labels/train/10046.txt,raw_cubicasa\train\10046.txt,train,ff275f0c42228d3e96d8131b49b559e6e3f429e5f5c115f12492fb7af3adffd8,3b9f87f81bf15a44128cae42b6490b097fedb1b30a505ca1d74a64849cf034b5,True,False
cubicasa5k/labels/train/10047.txt,CubiCasa5K/labels/train/10047.txt,raw_cubicasa\train\10047.txt,train,b00b4c199012efecc14a23059a9bfce448fe435459a9c46a49aac06a75b8639d,2c1dcb634be1e27ea333af26adefb1012318ccff2fdf5ee88a97bd98c7c607ae,True,False
cubicasa5k/labels/train/10052.txt,CubiCasa5K/labels/train/10052.txt,raw_cubicasa\train\10052.txt,train,083c964c0f1aa59c9b1390f01e637743e36561dbbe473246c3c583f4d6cd4be6,eab533cf7806cab83f36344348c01d8c854e01a7ac40b1e70168a91c99fa77a7,True,False
cubicasa5k/labels/train/10054.txt,CubiCasa5K/labels/train/10054.txt,raw_cubicasa\train\10054.txt,train,759427bd88652a94a1174a8848f3fdb46dffc0a88ab14b0851187017641c5d6f,1135f8eab87b92c655f1a3dfb4d926eebf5ff53d975e95eb66a81bea2c64da2d,True,False
cubicasa5k/labels/train/10058.txt,CubiCasa5K/labels/train/10058.txt,raw_cubicasa\train\10058.txt,train,2eb9032024bf83f6852fd0d978e44e9a9dfde02bfbb738a447713365c85116d0,e3a6e947b1ebb4963f372b683710b875421b4f64bc962b3669dd0cfe4a6f7a80,True,False
cubicasa5k/labels/train/10059.txt,CubiCasa5K/labels/train/10059.txt,raw_cubicasa\train\10059.txt,train,d9cd8dbd8a91a9b5cec9d4bfda6d5eb4888ee4e0c8b6ef8600a54b7f7b85d401,cf342fe8515453f18da496ba199385152a1a494db337dc576092eedf7310e638,True,False
cubicasa5k/labels/train/10062.txt,CubiCasa5K/labels/train/10062.txt,raw_cubicasa\train\10062.txt,train,173956c5a619643a39caf602d82c971622105dbabb8e7d17179530e5c6080202,bfb585d70b6c4a2fee7502b158c9dd3a0a2330d652245289b54670c0b562e532,True,False
cubicasa5k/labels/train/10063.txt,CubiCasa5K/labels/train/10063.txt,raw_cubicasa\train\10063.txt,train,eb91cade68047132755502ed1747562feb77697ecb832354c80e1dba38a6f916,302a030d7858e149e42086b417dfffa222930a1b35d735ba3fc6628174078f57,True,False
cubicasa5k/labels/train/10064.txt,CubiCasa5K/labels/train/10064.txt,raw_cubicasa\train\10064.txt,train,4088223a777388ad9bac65726b91d85ad11cca7af278ace417a2e7e5fdfffc12,d58254dba25b5eeab1da41aec9f3d78c7758fb15aa0ea4a28dc6f7199b130d6e,True,False
cubicasa5k/labels/train/10069.txt,CubiCasa5K/labels/train/10069.txt,raw_cubicasa\train\10069.txt,train,35b1d5e8afb1a5c1848f1cd7f4b9d7072c8924528486fe57c76dc20caed32ccc,8d6fdbc5343b4763f8fc93570968d3c8128f5420192d54cdb65d0f6fcf920800,True,False
cubicasa5k/labels/train/1007.txt,CubiCasa5K/labels/train/1007.txt,raw_cubicasa\train\1007.txt,train,ef90b0ffddc16823b0649adbe3600a898c59704824ef41050ce72005bb6df70d,e42bba1897d78fa1cf9ac022c57f3491c069e09bdab8e7712b7cbb68a78e22cd,True,False
cubicasa5k/labels/train/10070.txt,CubiCasa5K/labels/train/10070.txt,raw_cubicasa\train\10070.txt,train,d698cc4c0088074bc3e308c2e42b65b4b3438e67dfa2854a3675be0494365744,75523344e7c40647f2aae891b1036ce3245d25fbfceb1a04abbf69162f2aadb0,True,False
