built_up_area_sqft,floors,bhk,city_tier,log_built_up_area,area_per_floor,area_per_bhk,is_multi_story,structural_complexity,soil_type_Black Cotton,soil_type_Clay,soil_type_Rocky,soil_type_Sandy Loam,seismic_zone_II,seismic_zone_III,seismic_zone_IV,seismic_zone_V,climate_zone_Cold,climate_zone_Composite,climate_zone_Hot-Dry,climate_zone_Moderate,climate_zone_Warm-Humid,finishing_tier_Basic,finishing_tier_Luxury,finishing_tier_Premium,finishing_tier_Standard,has_basement_False,has_basement_True,has_lift_False,has_lift_True,target_cost_per_sqft,target_total_cost
-0.6642277678136617,-1.0,1.0,1.0,-1.1461550918308285,-0.7082963249018472,-0.72210136459251,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1667.3,1191453.0
0.0691997957026288,-1.0,1.0,0.0,0.07052148261514558,0.8814056767715777,-0.3057927761097426,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1901.2,4293480.0
-0.4271477948949411,-1.0,-1.0,0.0,-0.5862808804637164,-0.19442620840574132,-0.26024343323564836,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1954.6,2372103.0
-0.20622156762599314,0.0,0.0,-1.0,-0.24325366871633317,-0.5798802857694537,-0.31123136944679164,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1973.1,3312046.0
-0.4484802413559642,-1.0,-1.0,0.0,-0.6261431084965328,-0.24066422089206416,-0.28446090505384647,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1712.3,2001165.0
0.7625280611941895,0.0,0.0,-1.0,0.5978471302499466,0.4700006436248953,0.42194494885025446,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1472.9,5475653.0
-0.4776995165754057,0.0,-1.0,1.0,-0.6833002891362169,-0.8740940979597092,-0.31763182970460785,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1277.9,1414891.0
-0.4778420496252566,-1.0,-2.0,0.0,-0.6835868102860303,-0.3043058505502993,0.2792290681577103,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1825.5,2020646.0
-0.15918566117518487,0.0,0.0,-1.0,-0.1826458641535572,-0.5289051940529061,-0.27563330396792574,0.0,1.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3265.4,5804575.0
-0.3203905405565914,0.0,1.0,0.0,-0.4066486323375559,-0.7036107356632556,-0.5269322737814853,0.0,1.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3751.7,5396070.0
1.1878941929659939,1.0,0.0,-1.0,0.8261428378036226,0.13926326403638603,0.7438737167616546,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2030.2,9365110.0
-0.22608117257188995,-1.0,-1.0,-1.0,-0.269923864782537,0.24138508077492424,-0.031984322468132514,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2152.4,3523048.0
2.1179698542599565,1.0,0.0,0.0,1.2004182754431403,0.8112419815065111,1.4477805145538554,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5207.1,34213251.0
0.05998265847893502,-1.0,-1.0,-1.0,0.061395200196909104,0.8614275600180215,0.29276712033224866,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1880.7,4210699.0
0.5425995652741981,0.0,-2.0,-1.0,0.45716132279618554,0.23165347235631056,2.596123766203412,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1817.0,5913790.0
-0.10383532681640542,1.0,0.0,-1.0,-0.11550411297936927,-0.7940099976400421,-0.23374265115693704,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3539.3,7153788.0
-0.7646660569419532,-1.0,1.0,0.0,-1.5167051228174075,-0.9259960095256485,-0.7791122058215422,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2953.5,1486201.0
-0.16702497891698623,-1.0,-1.0,0.0,-0.19250917541843565,0.3693891999742548,0.03505870085039823,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3122.3,5498683.0
-0.02145122400256542,-1.0,-1.0,0.0,-0.022850715255992388,0.6849198687005212,0.20032002301289084,-1.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1412.9,2921171.0
-0.3403926785523391,-1.0,0.0,-1.0,-0.43806500089686073,-0.0063847589624767154,-0.41277575016630397,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3260.0,4551612.0
-0.018315496905844914,-1.0,-2.0,-1.0,-0.019479462922165954,0.6917165475960608,1.3225760054655613,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2274.7,4717955.0
-0.2960649000486986,0.0,2.0,0.0,-0.36965721391401984,-0.6772478599472228,-0.5934629007029718,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2619.1,3901149.0
1.207943841978359,0.0,1.0,-1.0,0.8357780325843825,0.9527193151831114,0.3405817946459072,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5378.3,25036524.0
